2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
769,대전광역시 동구,민간,직업훈련시설,코-블렌드바리스타학원,대전광역시 동구 동대전로131번길 40-2 2층,042-622-1472,http://blog.naver.com/co_blend,,,,
770,대전광역시 서구,민간,직업훈련시설,코세아스튜어디스아카데미 대전점,대전광역시 서구 둔산로 26 소레드빌딩 7층,042-486-3440,http://www.coseadj.co.kr/,,,,
771,대전광역시 서구,민간,직업훈련시설,크리스챤쇼보뷰티아카데미학원 둔산점,대전광역시 서구 둔산로31번길 38 우전빌딩 5층,042-488-0030,http://www.christianchauveaus.co.kr/,,,,
772,대전광역시 유성구,민간,기타,클래즈실용음악학원(clazz실용음악학원),대전광역시 유성구 노은로 178,042-824-9633,http://www.clazz.co.kr/,,18025 폐쇄,,
773,대전광역시 서구,민간,기타,타임시사어학원,대전광역시 서구 둔산중로 46 광조빌딩 3층,042-477-0545,http://www.timettl.co.kr/,,,,
774,대전광역시 서구,민간,기타,타임실용음악학원,대전광역시 서구 갈마역로 16 스카이빌 201호,070-7569-7772,미운영,,18025 폐쇄,,
775,대전광역시 서구,공공,주민자치기관,탄방동주민센터,대전광역시 서구 탄방로7번길 97,042-486-5245,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0700017,,대전광역시 서구청,o,
776,대전광역시 서구,민간,직업훈련시설,탄방미즈간호학원,대전광역시 서구 문정로 84,042-489-0435,http://www.miz1004.net/,,,,
777,대전광역시 서구,공공,청소년시설,탄방청소년문화의집,대전광역시 서구 도솔로412번길 32,042-524-2232,http://www.tbyc.or.kr/,,,수집대상이이미지,
778,대전광역시 서구,민간,사이버학습,탑평생교육원,대전광역시 서구 둔산대로117번길 66 골드타워 3층 310호,070-7123-8202,미운영,,18025 폐쇄,,
779,대전광역시 중구,공공,주민자치기관,태평1동주민센터,"대전광역시 중구 태평1동?331-34
대전광역시 중구 동서대로 1234",042-522-3002,http://www.djjunggu.go.kr/html/dong/dong_011107.html,,대전광역시 중구청,o,
780,대전광역시 중구,공공,주민자치기관,태평2동주민센터,"대전광역시 중구 태평2동?393-2
대전광역시 중구 평촌로 51",042-522-8992,http://www.djjunggu.go.kr/html/dong/dong_011207.html,,대전광역시 중구청,o,
781,대전광역시 서구,민간,직업훈련시설,테이블가든플라워학원,대전광역시 서구 문정로 96 타워렉스빌딩 405호,042-483-3779,http://blog.naver.com/tablegarden,,,,
782,대전광역시 서구,민간,기타,토플팩토리어학원,대전광역시 서구 둔산로 18 향촌월드프라자 7층,070-7767-9990,http://www.toeflfactory.com/,,18025 폐쇄,,
783,대전광역시 서구,공공,국가 및 지자체,통계교육원,대전광역시 서구 한밭대로 713,042-366-6223,http://sti.kostat.go.kr/,,,o,
784,대전광역시 중구,민간,직업훈련시설,파란사과일러스트학원,대전광역시 중구 중앙로 127 5층,042-822-3022,http://www.blueappleillust.com/,,,,
785,대전광역시 동구,공공,주민자치기관,판암1동주민센터,대전광역시 동구 옥천로 157-7,042-259-7291,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,평생학습과,
786,대전광역시 동구,공공,주민자치기관,판암2동주민센터,대전광역시 동구 동부로 37,042-259-7321,,,,평생학습과,
787,대전광역시 동구,공공,도서관,판암도서관,대전광역시 동구 옥천로180번길 20,042-259-7071,http://lib.donggu.go.kr/html/library/panamlib/,,대전광역시 동구 공공도서관,자료없음,
788,대전광역시 동구,공공,복지관,판암사회복지관,대전광역시 동구 옥천로 152-9,042-285-1005,http://www.panam.or.kr/,,,o,
789,대전광역시 유성구,민간,문화센터,풀잎문화센터 대전도안지부,대전광역시 유성구 계룡로 84 레자미3차 302호,042-335-5579,http://seodaejeon.pulib.com/,,풀잎문화센터,,
790,대전광역시 대덕구,민간,문화센터,풀잎문화센터 북대전지부,대전광역시 대덕구 대덕대로 1588 3층,042-933-2979,http://bukdaejeon.pulib.com/,,,,
791,대전광역시 유성구,민간,문화센터,풀잎문화센터 유성점,대전 유성구 은구비남로33번길 13-38 웰컴빌딩 6층,042-826-6908~9,http://cafe.naver.com/yusungpoolip,,,,
792,대전광역시 중구,민간,기타,피아노다카포학원,"대전광역시 중구 계룡로 805-13 3,4층",042-253-7994,http://www.pianodacapo.com/,,,,
793,대전광역시 유성구,민간,교육산업,필로스평생교육원,대전광역시 유성구 은구비서로 38 동아쇼핑 2층,042-477-0094,미운영,,18025 폐쇄,,
794,대전광역시 서구,민간,교육산업,하나평생교육원,대전광역시 서구 도산로 159 신성빌딩 5층,"042-538-2230
1544-0321",http://cafe.naver.com/hanaedu/,,,,
795,대전광역시 서구,민간,직업훈련시설,하우디자인캐드학원,대전광역시 서구 둔산로 8 밀레니엄빌딩 703호,042-477-1800,http://www.howcad.com/,,,,
796,대전광역시 서구,민간,사이버학습,하이쿨스터디원격평생교육원,대전광역시 서구 계룡로509번길 17 향군회관 3층,"042-489-7733
1566-2789",http://www.hicoolstudy.com/,,18025 폐쇄,,
797,대전광역시 동구,민간,직업훈련시설,학사컴퓨터학원,대전광역시 동구 옥천로180번길 15,042-282-7052,http://cafe.naver.com/hakcoms/,,,,
798,대전광역시 유성구,공공,학교,학하초등학교,대전광역시 유성구 진잠옛로 165,042-825-0526,http://hakhaes.djsch.kr/main.do,,,자료없음,
799,대전광역시 서구,민간,기타,한국고시학원,대전광역시 서구 둔산남로 108 대청빌딩 6층,042-476-8001,http://www.djhankook.com/,,,,
800,대전광역시 중구,민간,기타,한국공무원학원,대전광역시 중구 중앙로 141 NC백화점 11층,042-242-1140,http://www.hankukgosi.co.kr/,,,,
801,대전광역시 유성구,민간,문화센터,한국문화센터 유성지부,대전광역시 유성구 문화원로 57 3층,042-825-7701,http://blog.naver.com/doanfashion,,,,
802,대전광역시 유성구,민간,기타,한국복지정보통신협의회대전충남지부,대전광역시 유성구 가정로 168,042-864-2241,http://cafe.daum.net/KWICDJ,,,,
803,대전광역시 중구,민간,시민사회단체,한국비전협회,대전광역시 중구 보문로 337 현대빌딩 009호,042-537-1578,http://www.kva.ne.kr/,,,,
804,대전광역시 동구,민간,교육산업,한국상담심리교육개발원 대전교육원,대전광역시 동구 계족로 448 판교빌딩 4층,042-621-0901,"http://www.ccpe.kr/
http://cafe.naver.com/kcpe",,,,
805,대전광역시 대덕구,민간,기타,한국수공예아카데미,대전광역시 대덕구 동서대로 1809 4층,042-624-7447,http://handicraft.co.kr/banner/dm/sugong01.html,,,,
806,대전광역시 동구,민간,직업훈련시설,한국수공예평생직업교육학원,대전광역시 동구 동대전로 295 5층 (신도빌딩),042-625-9647,미운영,,18025 폐쇄,,
807,대전광역시 유성구,민간,기타,한국수자원공사케이워터교육원(한국수자원공사 K-water교육원),대전광역시 유성구 유성대로1689번길 125,"042-870-7000
1577-0600",http://www.kwater.or.kr/edu/,,,,
808,대전광역시 동구,민간,교육산업,한국시찌다평생교육원,대전광역시 동구 대전로 647,"042-628-0396
070-7442-0396",http://www.shichida.co.kr/,,,,
809,대전광역시 중구,민간,기타,한국실천신학원,대전광역시 중구 산서로62번길 1,1600-1314,www.kpts.ac.kr/,,,,
810,대전광역시 동구,민간,직업훈련시설,한국열관리냉동기술학원,대전광역시 동구 대전로 799 주원빌딩 5층,"042-256-6858
042-254-7377
042-226-4201",http://cafe.naver.com/koreaha,,,,
811,대전광역시 중구,민간,직업훈련시설,한국예술종합뷰티교육원학원,대전광역시 중구 대종로 484 JS그린빌딩 7층,042-253-4179,http://www.thequeen.or.kr/,,,,
812,대전광역시 서구,민간,사이버학습,한국원격평생교육원,대전광역시 서구 계룡로 624 동아빌딩 6층,"042-533-9333
070-8677-6988","http://www.klec.co.kr/
http://www.klec.kr/",,,,
813,대전광역시 중구,민간,직업훈련시설,한국자동차정비학원,대전광역시 중구 보문로 310 대제빌딩 3층,"042-254-5364
010-5434-5364",http://www.tjhk.co.kr/,,,,
814,대전광역시 중구,민간,시민사회단체,한국자유총연맹 대전광역시지부,대전광역시 중구 목중로 34,042-242-7600,http://www.koreaff.or.kr/,,,,
815,대전광역시 중구,민간,직업훈련시설,한국전기학원,대전광역시 중구 계룡로 871 동광빌딩 4층,042-254-0500,http://www.hkacd.com/,,,,
816,대전광역시 유성구,민간,박물관 및 미술관,한국지질자원연구원지질박물관,대전광역시 유성구 과학로 124,042-868-3797~8,http://museum.kigam.re.kr/,,,,
817,대전광역시 서구,민간,교육산업,한국창의체험평생교육원,대전광역시 서구 만년로 68번길 15-20 4층,"042-224-9910
1566-6675",http://www.xn--9d0b4bw69hija7i92x3xao02c95a.com/,,,,
818,대전광역시 서구,민간,청소년시설,한국청소년인성교육협회,대전광역시 서구 둔산중로78번길 36,042-488-6722,http://caf?.daum.net/cyo,,18025 폐쇄,,
819,대전광역시 대덕구,공공,학교,한남대학교 평생교육원,대전광역시 대덕구 한남로 70,042-629-7764~6,http://lec.hnu.kr/,,,,
820,대전광역시 중구,민간,직업훈련시설,한도직업전문학교,대전광역시 중구 대종로 514,042-222-5959,http://www.hando.or.kr/,,,,
821,대전광역시 중구,민간,기타,한마음야학,대전광역시 중구 대흥로 26,042-222-4655,http://cafe.daum.net/hanyahak,,한마음야학,,
822,대전광역시 중구,민간,기타,한마음야학 한마음시민학교 평생교육원,대전광역시 중구 대흥로 26 인산헌빌딩 6층,042-222-4655,,,,,
823,대전광역시 서구,공공,학교,한밭고등학교,대전광역시 서구 신갈마로141번길 58,042-601-6152,http://hanbaths.djsch.kr/main.do,,,,
824,대전광역시 동구,공공,박물관 및 미술관,한밭교육박물관,대전광역시 동구 우암로 96,"042-670-2200
042-670-2212",http://www.hbem.or.kr/Good/,,,,
825,대전광역시 유성구,공공,도서관,한밭대학교 도서관,대전광역시 유성구 동서대로 125,042-821-1379,https://lib.hanbat.ac.kr/,,,,
826,대전광역시 유성구,공공,학교,한밭대학교 평생교육원,대전광역시 유성구 동서대로 125,042-821-1602,http://lec.hanbat.ac.kr/,,,,
827,대전광역시 중구,공공,도서관,한밭도서관,대전광역시 중구 서문로 10,042-270-7420,http://hanbatlibrary.kr/,,,,
828,대전광역시 동구,공공,학교,한밭여자중학교,대전광역시 동구 동대전로110번길 74-57,042-623-2372,http://hanbat-gms.djsch.kr/main.do,,,,
829,대전광역시 서구,공공,복지관,한밭종합사회복지관,대전광역시 서구 월평북로 11 월평주공아파트 1단지 내,042-484-5325,http://www.wvhanbat.or.kr/,,,,
830,대전광역시 동구,공공,학교,한밭중학교,대전광역시 동구 태전로 67,042-620-3950,http://hanbatms.djsch.kr/main.do,,도메인주소 같음,,
831,대전광역시 중구,민간,직업훈련시설,한밭직업전문학교,대전광역시 중구 중앙로112번길 33,042-252-9900,http://www.hanbatdj.com/,,,,
832,대전광역시 서구,공공,학교,한밭초등학교,대전광역시 서구 문정로 221,042-486-9195~7,http://hanbates.djsch.kr/main.do,,도메인주소 같음,,
833,대전광역시 서구,민간,교육산업,한밭평생교육원,대전광역시 서구 계룡로 637,042-538-1108,http://cafe.naver.com/hanbatedu/,,,,
834,대전광역시 중구,민간,직업훈련시설,한빛간호학원,대전광역시 중구 보문로260번길 12,042-242-3900,http://www.hanbitnurse.co.kr/,,,,
835,대전광역시 서구,민간,기타,한양검정고시학원 둔산점,대전광역시 서구 둔산남로 3 운암키즈몰,042-488-8666,http://dunsan.blackgosi.com/02_branch/main.php,,,,
836,대전광역시 유성구,민간,교육산업,한얼평생교육원,유성구 대학로 82 인산빌딩 4층,042-826-1779,미운영,,18025 폐쇄,,
837,대전광역시 서구,민간,기타,한울야학,대전광역시 서구 도산로 443 정금빌딩 7층,042-488-2598,http://cafe.naver.com/eduwith,,,,
838,대전광역시 중구,민간,기타,한지갤러리학원,대전광역시 중구 중앙로13번길 45,042-488-1558,미운영,,18025 폐쇄,,
839,대전광역시 서구,공공,복지관,행복한우리복지관,대전광역시 서구 계백로 1093-32,042-331-1155,http://happyrehabcenter.or.kr/,,,,
840,대전광역시 중구,민간,기타,현대건설고시학원,"대전광역시 중구 중앙로 153-1 운성빌딩 3,4층",042-254-2535,http://www.edubest.net/,,,,
841,대전광역시 동구,민간,직업훈련시설,현대정보통신학원,대전광역시 동구 동서대로 1676,"042-626-8832
042-631-8881~2",http://www.hdjeongbo.co.kr/,,,,
842,대전광역시 서구,민간,직업훈련시설,현대직업전문학교,대전광역시 서구 도마로 63,042-522-6696,http://www.hdhrd.or.kr/,,,,
843,대전광역시 서구,민간,교육산업,혜담평생교육원,대전광역시 서구 도산로 245 (내동) 2층,042-525-1237,미운영,,18025 폐쇄,,
844,대전광역시 중구,공공,학교,호수돈여자고등학교,대전광역시 중구 선화로 50,042-221-2612,http://holstonhs.djsch.kr/main.do,,도메인주소 같음,,
845,대전광역시 중구,공공,학교,호수돈여자중학교,대전광역시 중구 선화로 50,042-221-1676,http://holstonms.djsch.kr/main.do,,,,
846,대전광역시 동구,민간,문화센터,홈플러스문화센터 가오점,대전광역시 동구 은어송로 72,042-281-8003,http://school.homeplus.co.kr/Main/Index.aspx,,,,
847,대전광역시 서구,민간,문화센터,홈플러스문화센터 둔산점,대전광역시 서구 문예로 107 2층,042-611-8003,http://school.homeplus.co.kr/Main/Index.aspx,,홈플러스 문화센터,,
848,대전광역시 서구,민간,문화센터,홈플러스문화센터 탄방점,대전광역시 서구 둔산중로 1 4층,042-477-2007,,,,,
849,대전광역시 동구,민간,문화센터,홈플러스문화센터 동대전점,대전광역시 동구 한밭대로 1282,042-608-8003,,,,,
850,대전광역시 중구,민간,문화센터,홈플러스문화센터 문화점,대전광역시 중구 계백로 1690 2층,042-253-2007,,,,,
851,대전광역시 유성구,민간,문화센터,홈플러스문화센터 서대전점,대전광역시 유성구 대정로 23 1층,042-540-8003,,,,,
852,대전광역시 유성구,민간,문화센터,홈플러스문화센터 유성점,대전광역시 유성구 한밭대로 502 3층,042-538-2007,,,,,
853,대전광역시 동구,공공,주민자치기관,홍도동주민센터,대전광역시 동구 동산초교로34번길 56,042-259-7561,https://lll.donggu.go.kr/,,대전광역시 동구 평생학습과,,
854,대전광역시 중구,민간,직업훈련시설,홍명간호학원,대전광역시 중구 대종로 476 화원빌딩 4층,042-242-3399,http://hmnurse.foredu.kr/,,,,
855,대전광역시 중구,민간,직업훈련시설,홍명뷰티스쿨학원,"대전광역시 중구 대종로 476 화원빌딩 5,6층",042-242-8888,http://hongmyung.foredu.kr/,,18025 폐쇄,,
856,대전광역시 중구,민간,직업훈련시설,홍명요리학원,대전광역시 중구 대종로488번길 54,"042-226-5252
042-226-5242",http://www.cooku.com/,,,,
857,대전광역시 서구,민간,기타,홍쌤어학원 대전둔산점,대전광역시 서구 둔산로 130 대덕프라자 306호,042-483-0545,http://www.hongssemm.com/,,홍쌤토익,,
858,대전광역시 유성구,민간,기타,홍쌤어학원 대전유성점,대전광역시 유성구 대학로 88 리더스빌딩 2층,042-826-0545,,,,,
859,대전광역시 대덕구,민간,직업훈련시설,화인용접전문학원,대전광역시 대덕구 덕암로233번길,"042-932-3010
010-9405-4937",http://hiwelding.com/,,,,
860,대전광역시 유성구,공공,박물관 및 미술관,화폐박물관,대전광역시 유성구 과학로 80-67,042-870-1000,http://museum.komsco.com/contents/main/main.do,,,,
861,대전광역시 대덕구,공공,주민자치기관,회덕동주민센터,대전광역시 대덕구 대전로 1376,042-608-5603,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_03&menuId=DPT0501040203,,대전광역시 대덕구청,,
862,대전광역시 대덕구,공공,학교,회덕중학교,"대전광역시 대덕구 와동?55
대전광역시 대덕구 신탄진로218번길",042-621-3072,http://hoedeokms.djsch.kr/main.do,,,,
863,대전광역시 대덕구,공공,학교,회덕초등학교,대전광역시 대덕구 대전로 1350,042-632-9155,http://hoedeokes.djsch.kr/main.do,,,,
864,대전광역시 동구,공공,주민자치기관,효동주민센터,대전광역시 동구 계족로 24,042-259-7261,https://lll.donggu.go.kr/,,대전광역시 동구 평생학습과,,
865,대전광역시 서구,민간,직업훈련시설,효성컴퓨터학원,대전광역시 서구 둔산로 134 아베스빌딩 5층,042-489-5788,http://www.comgopa.co.kr/,,,,
866,대전광역시 유성구,공공,학교,흥도초등학교,대전광역시 유성구 원신흥남로 20,042-822-3368,http://heungdoes.djsch.kr/main.do,,,,
867,대전광역시 중구,공공,문화예술,대전테미예술창작센터,대전광역시 중구 보문로 199번길 37-1,042-253-9810~13,http://www.temi.or.kr/,,,,
868,대전광역시 유성구,공공,국가 및 지자체,대전교통문화연수원,대전광역시 유성구 대덕대로 480,"042-250-1445~6
042-879-2000~1",http://www.dtcc.or.kr/,,,,
869,대전광역시 중구,공공,복지관,대전중구정신건강증진센터,대전광역시 중구 수도산로 15,042-257-9930~1,http://www.djjunggu.go.kr/html/mental/,,,,
870,대전광역시 유성구,공공,도서관,구암도서관,대전시 유성구 유성대로 626번길 57,042-601-6630,http://lib.yuseong.go.kr/,,대전광역시 유성구 통합도서관,,
871,대전광역시 유성구,공공,도서관,관평도서관,대전광역시 유성구 테크노4로 131,042-716-0350,http://www.gplib.or.kr/,,대전광역시 유성구 관평도서관,,
872,대전광역시 동구,공공,문화예술,대전전통나래관,대전광역시 동구 철갑 2길 2,042-636-8008,http://narae.djichc.or.kr/,,,,
873,대전광역시 동구,공공,문화예술,대전문학관,대전광역시 동구 송촌남로11번길 116,042-621-5022,http://www.dlc.or.kr/,,,,
874,대전광역시 유성구,공공,기타,대전어린이회관,대전광역시 유성구 월드컵대로 32 대전월드컵경기장 동관 1층,042-824-5500,http://www.djkids.or.kr/,,,,
875,대전광역시 서구,공공,박물관 및 미술관,한밭수목원,대전광역시 서구 둔산대로 169,042-270-8452~5,http://www.daejeon.go.kr/gar/index.do,,,,
876,대전광역시 서구,공공,박물관 및 미술관,대전곤충생태관,대전광역시 서구 둔산대로 181,042-270-5270~4,http://www.daejeon.go.kr/ist/index.do,,시청 농생명산업과 담당,,
877,대전광역시 유성구,공공,주민자치기관,노은3동주민센터,대전광역시 유성구 지족동로 145,042-601-6940,https://www.yuseong.go.kr/?page_id=384330,,변경 후-주민자치센터_유성구청,,
878,대전광역시 동구,공공,학교,한국폴리텍대학 대전캠퍼스 산학협력단,대전시 동구 우암로 352-21,042-670-0561~6,http://sanhak.kopo.ac.kr/home/homeIndex.do?menuCode=daejeon,,,,
879,대전광역시 서구,공공,국가 및 지자체,서구 평생학습관,대전광역시 서구 계룡로 553번길 38,042-611-6461~4,http://www.seogu.go.kr/edu/main.do,,,,
880,대전광역시 동구,민간,학교,한밭향토학교,대전광역시 동구 동대전로 133,042-626-3179,미운영,,18025 폐쇄,,
881,대전광역시 동구,민간,직업훈련시설,국민컴퓨터학원,"대전광역시 동구 대성2길 21 , 3층",042-673-5666,https://kookminc.modoo.at/,,,,
882,대전광역시 서구,민간,직업훈련시설,이젠컴퓨터학원 대전캠퍼스,대전광역시 서구 대덕대로 325 7층,042-484-2382,http://dj.ezenac.co.kr/,,,,
883,대전광역시 중구,민간,교육산업,브레인평생교육원,대전광역시 중구 선화서로 52 3층,010-3112-1076,미운영,,,,
884,대전광역시 유성구,민간,교육산업,한국씨에스평생교육원,"대전광역시 유성구 대덕대로 530, 바110호",010-7353-2166,미운영,,,,
885,대전광역시 서구,공공,국가 및 지자체,대전인생이모작지원센터,대전광역시 서구 배재로 155-40 우남관 107호,042-520-5917,http://www.daejeonsenior.or.kr/kor.do,,추가,,
886,대전광역시 유성구,공공,학교,대전도안고등학교,대전광역시 유성구 원신흥남로 51,042-820-8600,http://doanhs.djsch.kr/main.do,,추가,,
887,대전광역시 동구,공공,도서관,강아지똥작은도서관,대전광역시 동구 대전로 302 3층,070-4191-7194,미운영,,추가,,
888,대전광역시 동구,공공,도서관,꿈에그린마을문고,"대전광역시 동구 대학로50번길 53(용운동, 꿈에그린아파트)",042-282-1007,미운영,,추가,,
889,대전광역시 동구,공공,도서관,꿈이있는문고,"대전광역시 동구 보문로 4(효동, 꿈이있는교회)",042-272-0196,미운영,,추가,,
890,대전광역시 동구,공공,도서관,노을빛작은도서관,대전광역시 동구 진수길 23(소제동),010-8019-9979,미운영,,추가,,
891,대전광역시 동구,공공,도서관,달콤한책,"대전광역시 동구 용운로 80(용운동, 용방마을아파트)",042-274-9100,미운영,,추가,,
892,대전광역시 동구,공공,도서관,대주파크빌작은도서관,"대전광역시 동구 충정로 136(가양2동, 대주파크빌아파트)",042-624-5171,미운영,,추가,,
893,대전광역시 동구,공공,도서관,동대전작은도서관,"대전광역시 동구 미래길 10(소제동, 동대전교회)",042-624-1221,미운영,,추가,,
894,대전광역시 동구,공공,도서관,두란노작은도서관,"대전광역시 동구 대전천동로 592(중동, 주향교회)",042-256-7292,미운영,,추가,,
895,대전광역시 동구,공공,도서관,로뎀작은도서관,"대전광역시 동구 우암로 192(가양1동, 아침마을아파트)",010-2086-8117,미운영,,추가,,
896,대전광역시 동구,공공,도서관,산내문고,"대전광역시 동구 산내로 1352-25(낭월동, 산내주공아파트)",042-272-0591,미운영,,추가,,
897,대전광역시 동구,공공,도서관,새들뫼휴먼시아아파트1단지도서관,"대전광역시 동구 대동로20번길 24-10(대동, 새들뫼휴먼시아 아파트)",042-285-9912,미운영,,추가,,
898,대전광역시 동구,공공,도서관,샘골마을문고,"대전광역시 동구 대전로 542번길 78(천동, 휴먼시아1단지 102동 지하1층)",042-284-1300,미운영,,추가,x,
899,대전광역시 동구,공공,도서관,성남공부방,대전광역시 동구 동서대로 1590(성남동),042-626-0736,미운영,,추가,x,
900,대전광역시 동구,공공,도서관,스마트뷰아파트작은도서관,"대전광역시 동구 성남로 15, 110동 지하1층(성남동, 스마트뷰아파트)",042-631-9174,미운영,,추가,x,
901,대전광역시 동구,공공,도서관,신일작은도서관,"대전광역시 동구 새들모퉁이길 26(신흥동, 신일교회)",042-274-9191,미운영,,추가,x,
902,대전광역시 동구,공공,도서관,아침마을작은도서관,"대전광역시 동구 우암로 192(가양1동, 아침마을아파트)",042-635-0033,미운영,,추가,x,
903,대전광역시 동구,공공,도서관,어깨동무마을어린이도서관,"대전광역시 동구 홍도로 9번길 17(홍도동, 2층)",042-639-2459,미운영,,추가,x,
904,대전광역시 동구,공공,도서관,우리문고,대전광역시 동구 대동로 20번길 24-10(대동),042-624-7143,미운영,,추가,x,
905,대전광역시 동구,공공,도서관,위드힐작은도서관,"대전광역시 동구 대전로 542번길 121(천동, 위드힐아파트)",042-285-9920,미운영,,추가,x,
906,대전광역시 동구,공공,도서관,즐거운문고,대전광역시 동구 동서대로 1678번길 53(성남동),042-383-2585,미운영,,추가,x,
907,대전광역시 동구,공공,도서관,창대문고,"대전광역시 동구 계족로 502-14(용전동, 창대교회)",042-625-6100,미운영,,추가,x,
908,대전광역시 동구,공공,도서관,천동휴먼시아2단지꿈터도서관,"대전광역시 동구 대전로 542번길 78-1 (천동, 천동휴먼시아 2단지아파트)",042-284-1300,미운영,,추가,x,
909,대전광역시 동구,공공,도서관,큰빛문고,"대전광역시 동구 새울로 51(용운동, 큰빛교회)",042-285-1161,미운영,,추가,x,
910,대전광역시 동구,공공,도서관,푸른꿈도서관,대전광역시 동구 동서대로 1770번길 71(가양2동),042-673-8679,미운영,,추가,x,
911,대전광역시 동구,공공,도서관,함께하는작은도서관,"대전광역시 동구 석천로 81-7(낭월동, 함께하는 교회)",042-274-0191,미운영,,추가,x,
912,대전광역시 동구,공공,도서관,행복한도서관,"대전광역시 동구 대전로 878(삼성동, 행복한교회)",010-3402-3302,미운영,,추가,x,
913,대전광역시 동구,공공,도서관,헬렌켈러작은도서관,"대전광역시 동구 태전로 52, 801호(삼성동, 은호빌딩 8층)",042-719-1004,미운영,,추가,x,
914,대전광역시 동구,공공,도서관,호숫가마을어린이도서관,대전광역시 동구 천개동로 33-22(추동),010-2067-6843,http://ncb1030.blog.me/220777924666,,추가,자료없음,
915,대전광역시 동구,공공,도서관,홍도도서관,대전광역시 동구 동산초교로 34번길 56(홍도동),042-259-7571,http://www.donggu.go.kr/home/jumin_011511.do,,추가,자료없음,
916,대전광역시 유성구,공공,도서관,동화마을작은도서관,대전광역시 유성구 관평2로 43 (동화초등학교 내),042-935-9738,미운영,,추가,x,
917,대전광역시 유성구,공공,도서관,모퉁이어린이도서관,대전광역시 유성구 엑스포로 438,042-861-6296,http://cafe.daum.net/cornerlib/,,추가,자료없음,
918,대전광역시 유성구,공공,도서관,송강마을작은도서관,대전광역시 유성구 송강로 42번길 34,070-4404-3030,미운영,,추가,x,
919,대전광역시 유성구,공공,도서관,신성마을작은도서관,대전광역시 유성구 신성남로 27,070-4200-6786,http://cafe.naver.com/sinsunglib,,추가,자료없음,
920,대전광역시 유성구,공공,도서관,영어마을작은도서관,대전광역시 유성구 지족동로 145,042-601-6962,미운영,,추가,x,
921,대전광역시 유성구,공공,도서관,온천마을작은도서관,대전광역시 유성구 문화원로 46 (유성문화원 내),042-823-3918,http://cafe.daum.net/warm-library,,추가,자료없음,
922,대전광역시 유성구,공공,도서관,자운마을작은도서관,대전광역시 유성구 자운로 97번길 247,070-7799-5678,미운영,,추가,x,
923,대전광역시 유성구,공공,도서관,희망마을작은도서관,대전광역시 유성구 유성대로 680번길 126,070-8861-7279,미운영,,추가,x,
924,대전광역시 서구,공공,도서관,갈마마을어린이도서관땅콩,대전광역시 서구 신갈마로 141번길 10 2층,042-538-8802,미운영,,추가,x,
925,대전광역시 대덕구,공공,도서관,꾸러기어린이도서관,대전광역시 대덕구 비래동로39번길 9 2층,042-320-0400,http://cafe.daum.net/biraechildren,,추가,자료없음,
926,대전광역시 서구,공공,도서관,꿈터마을어린이도서관,대전광역시 서구 월평서로 10~1 2층,042-320-5443,미운영,,추가,x,
927,대전광역시 중구,공공,도서관,대전다문화아동센터도서관,대전광역시 중구 대전천서로 467-1 2층,042-222-6242,미운영,,추가,x,
928,대전광역시 서구,공공,도서관,달팽이어린이도서관,대전광역시 서구 도마로 66 2층,042-321-6040,미운영,,추가,x,
929,대전광역시 대덕구,공공,도서관,또바기어린이도서관,대전광역시 대덕구 신탄진로218번길 53,042-320-3060,미운영,,추가,x,
930,대전광역시 대덕구,공공,도서관,마루어린이도서관,대전광역시 대덕구 동춘당로 171 법동하나은행 3층,042-322-6958,미운영,,추가,x,
931,대전광역시 중구,공공,도서관,알짬마을도서관,대전광역시 중구 돌다리로 7번길 34,042-283-7778,미운영,,추가,x,
932,대전광역시 서구,공공,도서관,작은나무마을어린이도서관,대전광역시 서구 동서대로 1014번길 10,042-537-0213,미운영,,추가,x,
933,대전광역시 유성구,공공,도서관,진원작은도서관,"대전광역시 유성구 진잠로 149번길 17, 연빌딩 3층",042-545-0673,미운영,,추가,x,
934,대전광역시 중구,공공,도서관,증촌마을어린이도서관,대전광역시 중구 목중로 70번길 15,042-226-3534,미운영,,추가,x,
935,대전광역시 중구,공공,도서관,짝꿍마을어린이도서관,대전광역시 중구 수침로 55번길 36 신협 지하,042-383-3330,미운영,,추가,x,
936,대전광역시 서구,공공,도서관,해뜰마을어린이도서관,대전광역시 서구 구봉로 131번길 38 2층,042-544-0326,미운영,,추가,x,
937,대전광역시 중구,공공,도서관,대전마을어린이도서관협의회,대전광역시 중구 대흥로 109,042-252-9540,http://cafe992.daum.net/_c21_/home?grpid=1FUXf,,추가,자료없음,
938,대전광역시 대덕구,공공,문화예술,영락문화원,대전광역시 대덕구 아리랑로 197번길 33 (법동),042-626-8310,미운영,,추가,x,
939,대전광역시 대덕구,공공,청소년시설,대전청소년교육연구원,대전광역시 대덕구 동춘당로 44번길 12 5층,042-863-8673,http://djyouth.kr/,,추가,자료없음,
940,대전광역시 유성구,공공,청소년시설,유성 유스호스텔,대전광역시 유성구 학하중앙로 68,042-822-9591,미운영,,추가,x,
